표준버스정류장ID,버스정류장ARS번호,역명
114000198,15302,신정1동주민센터.신오새마을금고
114000199,15303,신정네거리역
114000200,15304,신트리아파트
114000201,15305,정랑고개.양천벤처타운
114000202,15306,서부트럭터미널.신정동일하이빌아파트
114000203,15307,강신중학교
114000204,15308,남명초교.신정3동주민센터
114000205,15309,금옥중.금옥여고.백암고등학교
114000206,15310,양강중학교
114000207,15311,양강중학교
114000208,15312,신월2동주민센터입구.경창전통시장
114000209,15313,강서초등학교
114000210,15314,한빛종합사회복지관
114000211,15315,과학수사연구소입구
114000212,15316,서부트럭터미널.신정동일하이빌아파트
114000213,15317,신정현대아파트.서부트럭터미널
114000214,15318,넓은들공원
114000215,15319,넓은들공원
114000216,15320,신정현대아파트
114000217,15321,신정숲속마을아파트
114000218,15322,신정숲속마을아파트.댓골마을입구
114000219,15323,푸른마을2단지아파트
114000220,15324,푸른마을2단지아파트
114000221,15325,신월시영아파트.강월초등학교
114000222,15326,신월시영아파트.강월초등학교
114000223,15327,강월초교사거리
114000224,15328,강월초교사거리
114000225,15329,금실어린이공원
114000226,15330,금실어린이공원
114000227,15331,강신중학교
114000228,15332,양서중학교
114000229,15333,신월1동주민센터.신월보건지소
114000230,15334,신월3동주민센터.신월3동우체국
114000231,15335,서부여성발전센터
114000232,15336,가로공원공영주차장.신영시장
114000233,15337,국민은행신월동지점
114000234,15338,서서울호수공원
114000235,15339,서서울호수공원
114000236,15340,하나은행신월동지점
114000237,15341,가로공원공영주차장
114000238,15342,양원초교.광영여고
114000239,15343,국민은행신월동지점
114000240,15344,메디힐병원
114000241,15345,신화중학교
114000242,15346,신월5동주민센터.신월중학교
114000243,15347,신월5동주민센터.신월중학교
114000244,15348,신월중학교입구
114000245,15349,신월중학교입구
114000246,15350,광영고.신동아파밀리에아파트
114000247,15351,서울금융고등학교
114000248,15352,신화중학교
114000249,15353,경창빌딩
114000250,15354,신월시영아파트중문
114000251,15355,신월시영아파트중문
114000252,15356,목원초등학교.서울지방식품의약품안전청
114000253,15357,양천노인종합복지관
114000254,15359,양명초등학교
114000255,15360,신목동역.서울지방식품의약품안전청
114000256,15361,목동파라곤
114000257,15362,신정현대아파트.서부트럭터미널
114000258,15363,대일관광고.푸른마을3단지
114000259,15364,대일관광고.푸른마을3단지
114000260,15365,신정현대아파트
114000261,15366,신월문화체육센터
114000262,15367,목동아파트1102동앞
114000263,15368,트럭터미널주유소앞
114000264,15369,목동아파트1434동앞
114000265,15371,신월동기점
114000267,15373,양천공영차고지
114000268,15374,국립과학수사연구소.고강동종점
114000270,15377,신월동기점
114000271,15378,양천공영차고지
114000283,15399,푸른마을1단지.이든채아파트
114000285,15402,중부운수앞
114000288,15405,푸른마을1단지.이든채아파트
114000289,15408,신정교입구
114000293,15412,계남초등학교
114000294,15413,신목동역.서울지방식품의약품안전청
114000395,15718,양천공영차고지
114000396,15119,경서농협
114000402,15414,보람쉬움아파트
114000403,15415,보람쉬움아파트.신영시장
114000405,15416,신정이펜하우스2단지
114000423,15419,이펜하우스1단지.어르신요양센터
114000424,15423,신정이펜하우스5단지.서남병원
114000425,15421,신정이펜하우스3.4단지
114000426,15232,신정1동주민센터.신오새마을금고
114000427,15238,목동13단지
114000428,15157,오목교역
114000429,15239,목동13단지
114000432,15358,양서중학교
114000434,15143,용왕산
114000435,15639,신정이펜하우스1단지.새금성교회
114900001,15509,우신웨스트빌.목동보건지소
114900002,15508,한성교회.금옥여고.백암고
114900003,15507,목동문화체육센터.건영아파트
114900004,15506,신정현대아파트.서부트럭터미널
114900005,15505,팔복부동산.목동교회
114900006,15504,동일하이빌아파트
114900007,15500,푸른마을아파트3단지
114900008,15545,신서초교
114900010,15540,오목교역.대학학원
114900011,15539,목동10단지
114900013,15536,신정1동주민센터
114900018,15526,학마을2단지아파트
114900020,15524,한신청구아파트
114900022,15522,학마을2단지아파트
114900025,15518,농협.영도초등학교
114900026,15516,목동센트럴1단지
114900029,15513,목동센트럴2단지
114900030,15512,성원.극동아파트
114900031,15511,벽산.대주아파트
114900032,15510,대림.수정아파트
114900034,15553,한신청구아파트정문
114900035,15554,목동8단지천주교
114900036,15556,목동3.4단지사잇길
114900039,15564,성원.극동아파트
114900040,15565,목동9단지B상가
114900041,15566,현대아파트.월드메르디앙아파트
114900042,15568,우신웨스트빌.목동보건지소
114900044,15579,거산아파트
114900047,15574,목2동주민센터
114900048,15582,신곡시장
114900049,15585,목동센트럴2단지.이마트24
114900050,15586,벽산.대주아파트
114900051,15587,대림.수정아파트
114900052,15588,한성교회.백암고
114900053,15589,금옥여고.대우미래사랑아파트
114900054,15591,동일하이빌아파트
114900057,15600,신은초등학교
114900058,15638,양천어르신요양센터
114900059,15547,서울남부지법
114900063,15561,용왕산입구
114900064,15570,목동문화체육센터.건영아파트
114900065,15572,팔복부동산.목동교회
114900067,15576,양동중학교
114900068,15584,목동센트럴1단지
114900069,15567,목동프라자
114900070,15593,현대아파트.월드메르디앙아파트
114900072,15614,신은초등학교
114900073,15637,이펜하우스3.4단지
114900074,15577,수명산입구
114900075,15599,서남병원
114900076,15635,서남병원
114900080,15503,목2동주민센터
114900082,15501,강서보건소.9호선등촌역
114900083,15594,롯데캐슬아파트.목3동시장
114900090,15542,목동프라자
114900091,15571,신정1동주민센터
114900097,15596,신정이펜하우스1단지
114900098,15995,거산아파트
114900099,15992,강서양천교육지원청
115000001,16001,염창역.서울도시가스
115000002,16002,염창역.서울도시가스
115000003,16003,등촌역.강서보건소
115000004,16004,등촌역.강서보건소
115000005,16005,등촌중학교 백석초등학교
115000006,16006,등촌중학교 백석초등학교
115000007,16103,백석초등학교.한국임업진흥원
115000008,16104,등촌중학교.한국임업진흥원
115000009,16105,KC대학교.강서LG베스트샵
115000010,16106,하이웨이주유소.KC대학교
115000013,16109,등촌주공5단지아파트
115000015,16111,발산역4번출구
115000016,16112,발산역5번출구
115000019,16115,공항중학교
115000020,16116,송정역
115000021,16117,송정역
115000022,16118,공항시장
115000023,16119,공항시장
115000024,16120,공항시장역3번출구
115000025,16121,공항시장역.공항성산교회
115000026,16122,방화주유소
115000027,16123,방화2동청성아파트앞
115000028,16124,방신전통시장
115000029,16125,방화2동우촌연립
115000030,16126,국민은행방화동지점
115000031,16127,국민은행방화동지점
115000032,16128,한서고등학교.보람아파트
115000033,16129,한서고등학교.보람아파트
115000034,16130,방화역
115000035,16131,방화역
115000036,16132,방화3동주민센터.국립국어원
115000037,16133,방화도시7단지.국립국어원
115000038,16134,가양3동도시개발8단지아파트.가양역
115000039,16135,가양역.마포중고등학교
115000040,16136,가양역.마포중고등학교
115000041,16137,경복비즈니스고등학교
115000042,16138,경복비즈니스고등학교
115000043,16139,강서구청.한국건강관리협회
115000044,16140,강서구청.한국건강관리협회
115000045,16141,우장초등학교
115000046,16142,우장초등학교
115000047,16143,한국폴리텍1.서울강서대학교
115000048,16144,한국폴리텍1.서울강서대학교
115000049,16145,화곡본동시장
115000050,16146,화곡본동시장
115000051,16147,화곡역
115000052,16148,화곡역
115000053,16149,강서구청소년상담복지센터
115000054,16150,화곡푸르지오
115000055,16151,외발산신광명마을
115000056,16152,외발산신광명마을
115000057,16153,강서면허시험장.메이필드호텔
115000058,16154,강서면허시험장.메이필드호텔
115000059,16155,강서농수산물도매시장
115000061,16158,공항동송정중학교
115000062,16159,공항동송정중학교
115000063,16160,국립항공박물관.공항동천주교회
115000064,16161,국립항공박물관.공항동천주교회
115000065,16162,공항동지하도입구
115000067,16164,방화중학교
115000069,16166,방화동도시개발11단지
115000070,16167,개화2치안센터
115000071,16168,개화2치안센터
115000072,16169,개화역1번출구.개화검문소
115000073,16170,개화역1번출구.개화검문소
115000075,16172,상사마을
115000076,16173,영일고등학교.강서도서관
115000077,16174,아이파크아파트.백석중학교.실로암안과
115000078,16175,등촌2동주민센터.등촌동대림아파트
115000079,16176,대일고교.임광아파트.배광교회
115000080,16177,용문사.시립화곡청소년센터
115000081,16178,목동사거리
115000082,16179,목동사거리
115000083,16180,화곡동남부시장
115000084,16181,성석교회
115000085,16182,서울신정초등학교
115000086,16183,서울신정초등학교
115000087,16184,화곡8동주민센터
115000088,16185,화곡8동주민센터.까치산시장
115000089,16186,KT강서지사
115000090,16187,KT강서지사
115000091,16188,화곡동유림아파트
115000092,16189,화곡동유림아파트
115000093,16190,황외과앞
115000094,16191,까치산역2번출구
115000095,16192,까치산역4번출구
115000096,16193,화곡동백구사
115000097,16194,화곡동백구사
115000098,16195,화곡대림아파트
115000099,16196,화곡동대림아파트.화곡중앙시장
115000100,16197,가로공원.나누리병원
115000101,16198,가로공원.나누리병원
115000102,16199,가로공원.나누리병원
115000103,16200,가로공원.나누리병원
115000105,16202,화원중학교
115000106,16203,신월초등학교
115000107,16204,신월초등학교
115000108,16205,화곡역.현대주유소
115000109,16206,화곡역
115000110,16207,화곡역1번출구
115000111,16208,화곡역
115000112,16209,대원시장
115000113,16210,대원시장
115000114,16211,화곡중고등학교
115000116,16213,우장산역
115000117,16214,우장산역
115000118,16215,명덕고등학교.웰튼병원
115000119,16216,명덕고등학교.웰튼병원
115000120,16217,발산역.우장산힐스테이트
115000121,16218,발산역.우장산힐스테이트
115000122,16219,발산역2번출구
115000123,16220,발산역3번출구
115000124,16221,서울호서전문학교.등촌주공3단지아파트
115000125,16222,서울호서전문학교.등촌주공3단지아파트
115000126,16223,서울강서우체국
115000127,16224,서울강서우체국
115000128,16225,양천향교역.휴먼빌아파트
115000129,16226,양천향교입구
115000130,16227,가양한강타운아파트
115000131,16228,가양한강타운아파트
115000132,16229,가양2단지성지아파트.동양고등학교
115000133,16230,가양2단지성지아파트.동양고등학교
115000134,16231,한보구암마을아파트
115000135,16232,가양동천주교영등포공업고등학교
115000136,16233,서울서진학교.우체국앞.허준박물관
115000137,16234,탑산초등학교 허준박물관
115000138,16235,가양도시개발4단지아파트
115000139,16236,대림경동아파트
115000140,16237,가양도시개발5단지아파트
115000141,16238,가양2동강변아파트
115000142,16239,가양3동도시개발6단지아파트
115000143,16240,가양초등학교
115000144,16241,강서구청별관
115000145,16242,가양3동주민센터
115000146,16243,가양3동도시개발9단지아파트
115000147,16244,가양도시개발9단지.세현고등학교
115000148,16245,염창동아3차아파트.나이아가라호텔
115000149,16246,염창동리버파크호텔
115000150,16247,염창동새마을금고
115000151,16248,염창동새마을금고
115000152,16249,염창동한마음.관음삼성아파트
115000153,16250,염창동관음삼성아파트
115000154,16251,태영.삼성한사랑아파트
115000155,16252,금호.한솔아파트
115000156,16253,블루나인비지니스센터
115000157,16254,블루나인비지니스센터.이마트
115000158,16255,이마트.강서소방서
115000159,16256,강서소방서.이마트.증미역
115000160,16257,가양역.현대프린스텔
115000161,16258,가양역.현대아파트
115000162,16259,가양역.우성아파트
115000163,16260,가양역.우성아파트
115000164,16261,SBS공개홀
115000165,16262,SBS공개홀
115000167,16264,서울서진학교
115000168,16265,등촌동대림아파트
115000169,16266,강서한강자이아파트
115000170,16267,가양동CJ주식회사
115000171,16268,가양동CJ주식회사
115000172,16269,양천초등학교.겸재정선미술관
115000173,16270,양천초등학교.겸재정선미술관
115000174,16271,겸재정선미술관.서울식물원
115000175,16272,겸재정선미술관.서울식물원
115000176,16273,마곡실내배드민턴장
115000177,16274,마곡실내배드민턴장
115000178,16275,서남물재생센터
115000179,16276,서남물재생센터
115000180,16277,서남환경공원
115000181,16278,서남환경공원
115000182,16279,방화동도시개발2단지아파트
115000183,16280,방화동도시개발2단지아파트
115000186,16283,방화동동부센트레빌아파트
115000187,16284,방화동동부센트레빌아파트
115000188,16285,방화사거리
115000189,16286,방화사거리
115000190,16287,개화산역
115000191,16288,개화산역
115000194,16291,등촌3동천주교회
115000195,16292,등촌3동천주교회
115000196,16293,등촌3동5단지아파트.등촌고등학교
115000197,16294,등촌3동5단지아파트.등촌고등학교
115000198,16295,등촌3동주공4단지아파트
115000199,16296,등촌동부영아파트
115000200,16297,등촌3동주공10단지아파트
115000201,16298,등촌3동대림아파트
115000206,16303,강서공업고등학교
115000207,16304,방화동도시개발1.2단지아파트
115000208,16305,서울항공비즈니스고등학교
115000209,16306,서울항공비즈니스고등학교
115000210,16307,공항중학교
115000211,16308,공항중학교
115000212,16309,양천향교역
115000224,16321,방신전통시장
115000225,16322,방화주유소
115000229,16326,제과점앞
115000230,16327,공항동천주교회
115000231,16328,강서한방병원
115000232,16329,강서한방병원
115000233,16330,강서한강자이아파트
115000234,16332,강서구청별관
115000241,16339,우장산동주민센터
115000242,16340,문성유치원
115000243,16341,제일성심병원
115000244,16342,가양7단지상가
115000246,16344,등촌주공9단지
115000247,16345,강서구올림픽체육센터
115000248,16346,등촌주공6단지
115000249,16347,등현초등학교
115000250,16348,가양7단지상가앞
115000251,16350,우장산휴먼빌아파트
115000252,16351,우장산동주민센터
115000253,16352,양서1단지우장산아이파크이편한세상
115000258,16361,제일성심병원
115000259,16364,강서힐스테이트아파트
115000261,16366,등촌주공6단지앞
115000262,16367,강서구올림픽체육센터
115000263,16368,등촌9단지SBS공개홀
115000264,16369,가양4.5단지상가앞
115000267,16373,삼정그린코아아파트
115000268,16374,강서농협
115000269,16375,강서농협
115000270,16376,서울방화초등학교
115000272,16378,공항동주민센터
115000273,16379,천주교성당
115000280,16389,김포공항국내선
115000281,16390,김포공항국내선
115000282,16391,김포공항국제선
115000284,16393,발산역7번출구
115000296,16408,외발산동기점
115000297,16410,한국공항공사
115000298,16411,한국공항공사
115000300,16413,개화동상사마을종점
115000302,16416,마곡수명산파크7단지
115000303,16417,마곡수명산파크5단지6단지
115000304,16418,마곡수명산파크2단지
115000305,16419,마곡수명산파크2단지
115000306,16420,마곡수명산파크3단지4단지
115000307,16421,마곡수명산파크7단지
115000308,16422,마곡역6번출구
115000310,16424,화곡2동주민센터
115000311,16425,화곡2동주민센터
115000313,16427,마곡엠밸리14단지아파트
115000314,16428,마곡엠밸리15단지아파트
115000315,16429,발산역9번출구
115000316,16430,공항동주민센터
115000317,16431,신방화사거리
115000318,16432,신방화사거리
115000319,16433,방화2동우촌연립
115000320,16434,개화역광역환승센터
115000321,16435,개화역광역환승센터
115000322,16436,방화2동청성아파트
115000449,16745,송정역
115000557,16851,염창역2번출구
115000558,16849,강서면허시험장.메이필드호텔
115000587,16855,태영송화아파트
115000588,16007,강서구청사거리.서울디지털대학교
115000589,16008,강서구청사거리.서울디지털대학교
115000590,16009,KBS스포츠월드
115000591,16010,KBS스포츠월드
115000592,16011,한국가스기술공사
115000593,16012,한국가스기술공사
115000594,16013,발산역
115000609,16450,강서연세병원
115000617,16451,롯데몰.김포공항역
115000624,16453,송정중학교후문
115000633,16015,송정역
115000634,16014,송정역
115000635,16016,공항중학교.공항초등학교
115000638,16878,화곡역
115000641,16705,마곡엠밸리4단지
115000642,16704,신방화역7번출구
115000643,16703,신방화역4번출구.마곡중학교
115000644,16702,마곡엠밸리7단지(712동)
115000646,16212,화곡중고등학교
115000647,16706,마곡엠밸리5단지
115000648,16707,화곡중앙골목시장
115000893,16017,발산역
115000894,16020,공항초등학교.공항중학교
115000895,16018,마곡역
115000896,16019,마곡역
115000897,16394,신방화5번출구
115000898,16396,마곡나루역
115000899,16399,마곡나루역1번출구
115000900,16397,마곡역(가로변)
115000901,16398,마곡역(가로변)
115000912,16395,마곡엠밸리6.7단지.마곡중학교
115000913,16401,마곡엠밸리11.12단지
115000915,16157,대한항공.메이필드호텔
115000916,16156,영인운수차고지
115000917,16163,영인운수차고지
115000918,16609,마곡나루역
115000919,16700,롯데R&D센터
115000920,16608,롯데R&D센터
115000921,16606,마곡나루역
115000922,16022,마곡동로사거리
115000923,16021,마곡동로사거리
115000925,16100,화원중학교
115000927,16263,가양4.5단지상가앞
115000933,16400,마곡동로사거리
115000934,16302,다솔마을.강서농수산물도매시장
115000935,16301,마곡13단지힐스테이트아파트
115000936,16385,마곡나루역4번출구.서울식물원
115000937,16386,마곡나루역5번출구.서울식물원
115000938,16387,마곡역교차로
115000939,16388,이대서울병원
115000940,16102,서울식물원.식물문화센터
115000941,16107,서울식물원.숲문화학교
115000942,16108,LG사이언스파크
115000943,16613,LG사이언스파크
115000944,16619,서울식물원.숲문화학교
115900001,16501,명지해드는터아파트
115900002,16509,동아3차아파트
115900003,16523,등촌9단지
115900004,16527,정곡초교
115900005,16525,대통마트
115900006,16524,염창중학교
115900008,16520,공작세탁소
115900009,16519,관음삼성.보람더하임아파트
115900010,16518,등촌6단지
115900011,16516,KC대학교
115900012,16515,방송인아파트
115900013,16513,등촌3동성당사거리
115900014,16511,백연공원
115900015,16510,미주아파트
115900016,16508,등명중학교
115900017,16507,정곡초교
115900018,16506,하나마트
115900019,16505,대림아파트
115900020,16503,서광아파트
115900021,16502,하이웨이주유소
115900022,16500,염창역1번출구.강서평생학습관
115900023,16498,생태공원
115900025,16558,등촌강변샤르망오피스텔
115900026,16557,강서구청입구
115900027,16556,금호APT
115900028,16555,화곡본동시장
115900029,16554,강서구립봉제산어르신복지센터
115900030,16553,은창아파트
115900031,16552,이마트.증미역
115900032,16551,한국건강관리협회
115900033,16550,겸재정선미술관입구
115900034,16548,거성빌라
115900035,16547,삼성아파트
115900036,16544,볏골어린이공원
115900037,16543,본동사무소
115900038,16542,곰달래아파트
115900039,16541,한마음아파트
115900041,16538,본동시장
115900042,16537,원비디오
115900043,16536,삼천리아파트
115900044,16535,등촌7단지아파트
115900046,16530,태원빌딩
115900047,16529,남부시장
115900049,16586,강서노인회관
115900051,16584,봉제산정상
115900052,16583,개나리슈퍼
115900053,16581,롯데1차
115900054,16580,삼거리
115900055,16579,까치약국
115900056,16578,발산어린이집
115900057,16577,겸재정선미술관입구
115900058,16576,제일은행
115900060,16574,강서구민회관
115900061,16573,금호APT
115900062,16572,약수터
115900063,16571,까치시장
115900064,16570,하이웨이주유소
115900065,16569,롯데3차APT
115900066,16567,화곡초교
115900067,16566,본동슈퍼
115900068,16565,까치산역
115900069,16564,등촌현대아파트
115900070,16563,우장산꿈에그린아파트
115900071,16562,벽산아파트
115900072,16561,우체국
115900073,16859,화곡초교
115900074,16836,로미오이발클럽
115900075,16820,발산초등학교
115900076,16818,대성학원
115900077,16814,봉제산정상
115900078,16812,덕원여자고등학교.덕원예술고등학교
115900079,16778,거성빌라
115900080,16734,남부시장
115900081,16732,삼거리
115900082,16729,화곡중.고등학교
115900084,16727,강서구립봉제산어르신복지센터
115900085,16722,LG주유소
115900086,16718,송화시장
115900088,16668,서울신정초등학교
115900089,16637,약수터
115900090,16599,본동슈퍼
115900091,16598,신정초교
115900092,16597,태창아파트
115900093,16594,강남슈퍼
115900094,16593,삼거리
115900096,16589,안골공원
115900097,16588,빨래터세탁소
115900098,16900,SK브로드밴드강서방송
115900099,16899,신정여상
115900100,16898,수명산파크7단지정문
115900101,16897,태원빌딩
115900102,16896,한광고
115900103,16894,국민은행
115900104,16892,경북하이마트
115900105,16890,푸르지오APT
115900106,16888,로미오이발클럽
115900107,16887,방글방글슈퍼
115900108,16882,태양마트
115900109,16879,마곡.수명산파크3단지
115900110,16876,현대빌라
115900111,16875,훼미리마트
115900112,16873,마곡.수명산파크2단지
115900113,16870,성심사
115900114,16869,성심사
115900115,16868,새마을금고
115900116,16867,수명산파크1단지
115900117,16864,훼미리마트
115900118,16863,태양마트
115900119,16862,관음삼성.보람더하임아파트
115900120,16861,현대슈퍼
115900121,16950,롯데2차
115900124,16941,화곡중.고등학교
115900125,16937,현대슈퍼
115900126,16935,수명산파크1단지아파트앞
115900127,16933,수명산파크5단지아파트
115900128,16932,변전소
115900129,16931,수명산파크상가
115900130,16928,기업은행
115900131,16927,수명중.고등학교
115900132,16925,수명산파크7단지정문
115900134,16923,수명산파크7단지상가
115900135,16922,발산역
115900137,16917,청과시장2
115900139,16915,금강산갈비
115900140,16914,본동사무소
115900141,16912,강서아파트
115900142,16910,강서구청후문
115900143,16907,KC대학교
115900144,16903,골목시장
115900146,16994,강원슈퍼
115900147,16986,등촌주공8단지
115900148,16976,강서농수산물도매시장종점
115900149,16971,태창아파트
115900150,16970,대성마트
115900151,16967,등촌5단지
115900152,16965,등촌미주.진로아파트
115900153,16964,등촌10단지
115900154,16963,등촌7단지
115900155,16961,서광아파트
115900156,16960,강서구청입구
115900157,16958,공영주차장
115900158,16957,방화동삼익아파트
115900159,16956,롯데3차APT
115900160,16955,방화3동주민센터
115900161,16954,강서구민회관
115900163,16952,발산어린이집
115900164,16568,벽산아파트
115900166,16514,기업은행
115900168,16721,삼천리아파트
115900171,16966,등촌3동성당사거리
115900172,16977,등촌동주공9단지
115900173,16978,등촌주공9단지
115900174,16979,등촌동주공8단지
115900175,16533,국민은행
115900178,16560,대영마트
115900179,16677,대영마트
115900180,16858,대통마트
115900181,16521,골목시장
115900182,16526,SK브로드밴드강서방송
115900183,16918,콘티넨탈호텔
115900184,16499,NC백화점앞
115900187,16926,전화국
115900189,16968,공원앞
115900190,16969,발산역.NC백화점
115900191,16885,마곡수명산파크3단지.4단지
115900192,16905,서울자동차학원
115900193,16939,발산초등학교
115900194,16929,마곡수명산파크5단지.6단지
115900195,16943,송화시장
115900198,16591,우장산월드메르디앙아파트
115900199,16948,강서노인회관
115900200,16946,우장산월드메르디앙아파트
115900201,16975,강서농수산물도매시장
115900202,16512,방화4단지
115900203,16517,방화3동주민센터
115900204,16962,생태공원
115900205,16920,강서면허시험장
115900206,16495,우성아파트앞
115900207,16497,봉제산정상
115900208,16496,우성아파트
115900209,16490,신광명마을
115900210,16491,수명중고등학교
115900211,16492,마곡.수명산파크4단지
115900212,16494,한마음아파트
115900213,16940,변전소
115900214,16489,약수터
115900215,16487,국민약국
115900216,16486,대통마트
115900217,16485,대성정육점
115900218,16484,공작세탁소
115900219,16488,대성정육점
115900220,16483,빨래터세탁소
115900221,16482,개나리슈퍼
115900222,16481,까치약국
115900223,16480,까치시장
115900224,16479,까치산역
115900225,16478,화곡전화국
115900226,16477,은창아파트
115900227,16476,삼성아파트
115900228,16475,곰달래아파트
115900229,16474,원비디오
115900230,16473,곰달래약국
115900231,16463,대통마트
115900232,16464,강원슈퍼
115900233,16465,방글방글슈퍼
115900234,16466,경북하이마트
115900235,16467,한광고
115900236,16468,신정여상
115900237,16469,명지해드는터아파트
115900238,16470,대성마트
115900239,16471,미주아파트
115900240,16472,방송인아파트
115900241,16462,염창동주민센터
115900242,16635,마곡역
115900243,16504,마곡엠밸리7단지앞
115900244,16528,강서세무서.공항초교
115900245,16532,다솔마을
115900246,16540,한서고등학교.보람아파트
115900247,16545,방신시장.LG베스트샵
115900248,16592,방화동동부센트레빌아파트
115900249,16595,프라임마트
115900250,16601,마곡한솔솔파크
115900251,16603,길훈아파트
115900252,16604,마곡중학교
115900253,16615,마곡엠밸리1단지
115900254,16616,마곡나루역
115900255,16626,마곡역
115900256,16621,마곡역2번출구
115900257,16622,강서세무서.공항초교
115900258,16623,강서세무서
115900259,16624,마곡엠밸리7단지입구
115900260,16625,마곡엠밸리7단지
115900261,16627,마곡엠밸리3단지입구
115900262,16628,마곡중학교
115900263,16629,길훈아파트
115900264,16630,마곡한솔솔파크
115900265,16631,프라임마트
115900266,16632,방화동동부센트레빌아파트
115900267,16633,방신시장
115900268,16634,한서고등학교.보람아파트
115900269,16636,동아1.2차아파트
115900270,16638,동아1.2차아파트
115900271,16402,마곡13단지힐스테이트후문
115900272,16403,공진초등학교
115900273,16534,마곡엠밸리14단지
115900274,16539,마곡엠밸리14단지
115900275,16546,마곡엠밸리11.12단지상가
115900276,16549,마곡13단지힐스테이트상가
115900277,16559,마곡13단지힐스테이트후문
115900278,16908,백연공원
115900279,16909,하나마트
115900280,16911,화곡보람2차아파트
115900281,16921,등촌역1번출구
115900282,16617,마곡나루역5번출구.서울식물원
115900283,16641,마곡우림필유아파트
115900284,16640,마곡우림필유아파트
116000001,17001,신도림역
116000002,17002,신도림역
116000003,17003,신도림동.구로역
116000004,17004,신도림동.구로역
116000005,17005,구일역.중앙유통상가.롯데마트
116000006,17006,구일역.제일제당.롯데마트
116000007,17007,동양미래대학.구로성심병원
116000008,17008,동양미래대학.구로성심병원
116000009,17009,개봉역.영화아파트
116000010,17010,개봉역.한마을아파트
116000011,17011,경인중학교.개봉사거리
116000012,17012,경인중학교.개봉사거리
116000013,17013,구로디지털단지역
116000014,17014,구로디지털단지역환승센터
116000015,17101,신도림역
116000016,17102,신도림역
116000017,17103,서울미래초등학교
116000018,17104,서울미래초등학교
116000019,17105,한국SGI
116000020,17106,거리공원.구로신협본점앞
116000021,17107,거리공원
116000022,17108,구로도서관.대성스카이렉스
116000023,17109,구로고등학교
116000024,17110,영림중학교
116000025,17111,구로구청
116000026,17112,구로구청
116000027,17113,고대구로병원후문
116000028,17114,대림역
116000029,17115,대림역
116000030,17116,영서중학교
116000031,17117,영서중학교
116000032,17118,구로두산아파트
116000033,17119,구로종합사회복지관
116000034,17120,남구로역
116000035,17121,남구로역
116000036,17122,한국산업단지공단.이마트구로점
116000037,17123,고용노동부관악지청.이마트구로점
116000038,17124,디지털산업1단지
116000039,17125,디지털산업1단지
116000040,17126,만민중앙교회
116000041,17127,만민중앙교회
116000042,17128,디지털단지오거리
116000043,17129,디지털단지오거리
116000044,17130,퀸즈빌
116000045,17131,가리봉시장
116000046,17132,가리봉시장
116000047,17133,남구로역
116000048,17134,구로4동자치회관
116000049,17135,구로시장
116000050,17136,구로시장
116000051,17137,구로4동우체국.고대구로병원정문
116000052,17138,구로4동우체국.고대구로병원정문
116000053,17139,구로119안전센터
116000054,17140,구로119안전센터
116000055,17141,우리유앤미아파트
116000056,17142,구로변전소.구로초등학교
116000057,17143,쌍용구로정비사업소
116000058,17144,구로역.NC신구로점
116000059,17145,구로역.NC신구로점
116000060,17146,구로역.구로기계공구상가
116000061,17147,구로역.구로기계공구상가
116000062,17148,기업은행구로중앙지점
116000063,17149,기업은행구로중앙지점
116000066,17152,신도림중학교
116000067,17153,신도림중학교
116000068,17154,구로역
116000069,17155,구로역
116000078,17164,개봉사거리
116000080,17166,경인중학교
116000082,17168,개봉치안센터
116000083,17169,오류1동주민센터.오류문화센터
116000084,17170,오류1동주민센터.오류문화센터
116000085,17171,오류동역
116000086,17172,오류동역
116000087,17173,씨티월드
116000088,17174,오류지구대.신오류주유소
116000089,17175,서울가든빌라앞
116000090,17176,서울가든빌라앞
116000091,17177,성공회대학교유한공고앞
116000093,17179,연세중앙교회
116000094,17180,궁동청소년문화의집
116000095,17181,궁동청소년문화의집.구로검사소
116000096,17182,우신고등학교
116000097,17183,우신고등학교
116000098,17184,온수역
116000099,17185,온수역
116000100,17186,온수동새마을금고
116000101,17187,정진학교.온수힐스테이트아파트
116000102,17188,수궁동주민센터
116000103,17189,수궁동주민센터
116000104,17190,수궁119안전센터
116000105,17191,수궁119안전센터
116000106,17192,예림디자인고.오류고.서울공연예술고
116000107,17193,예림디자인고.오류고.서울공연예술고
116000108,17194,서서울생활과학고.궁동도서관
116000111,17201,구로우체국.이펜하우스5단지후문
116000113,17203,오류2동주민센터
116000114,17204,오류2동주민센터
116000115,17205,오류2동새마을금고
116000116,17206,오류2동새마을금고
116000117,17207,대원주유소
116000118,17208,대원주유소
116000119,17209,현대아파트.개봉중앙시장
116000120,17210,현대아파트.개봉중앙시장
116000121,17211,덕의초등학교
116000122,17212,덕의초등학교
116000123,17213,고척근린공원
116000124,17214,고척근린공원.고척도서관
116000125,17215,세곡초등학교
116000126,17216,세곡초등학교
116000127,17217,개봉푸르지오아파트
116000128,17218,개봉푸르지오아파트
116000129,17219,고척근린시장
116000130,17220,용두연립
116000133,17223,고척파크푸르지오아파트
116000134,17225,고척시장
116000135,17226,고척시장
116000136,17227,고척중학교
116000137,17228,고척중학교
116000138,17229,구로디지털단지역
116000139,17230,삼부르네상스.효성아파트
