표준버스정류장ID,버스정류장ARS번호,역명
110900097,11897,대동아파트
110900098,11930,대주아파트
110900099,11564,공릉천주교회
110900100,11585,태강아파트
110900102,11591,현대아파트
110900105,11557,공릉역
110900108,11583,청솔7단지아파트
110900111,11723,하계역
110900112,11520,수락리버시티3.4단지
110900113,11522,7호선수락산역
110900115,11551,노일중학교
110900116,11879,수락리버시티3.4단지
110900118,11562,노원역10번출구
110900119,11595,노원역2번출구
110900120,11571,한신3차아파트
110900121,11519,보람아파트앞
110900122,11531,계상초등학교
110900125,11926,24시편의점
110900127,11589,노원구청
110900128,11590,상계6동우체국
110900129,11556,롯데백화점
110900130,11596,노원역5번출구
110900131,11553,청원고등학교후문
110900132,11818,보람1차후문
110900133,11868,청원고등학교후문
110900135,11902,보람1차후문
110900136,11530,상계주공9단지
110900137,11936,대학본부앞
110900138,11935,붕어방
110900139,11934,대학본부앞
110900140,11937,서울과학기술대학교정문앞
110900141,11933,서울과학기술대학교정문앞
110900142,11939,브라운스톤중계
110900143,11938,중계그린아파트
110900144,11848,청백아파트종점
110900145,11843,청백아파트
110900146,11845,월계주공2단지앞
110900147,11846,인덕대앞
110900148,11844,청백아파트
110900149,11602,중계센트럴파크아파트
110900150,11603,장석교회
110900151,11611,장석교회
110900152,11610,교육촌.벼루말
110900153,11866,상계2동주민센터
111000001,12001,덕은교.은평차고지앞
111000002,12002,덕은교.은평차고지앞
111000003,12003,수색교
111000004,12004,수색교
111000005,12005,수색역앞
111000006,12006,수색역앞
111000007,12007,디지털미디어시티역
111000008,12008,디지털미디어시티역
111000009,12009,은평뉴타운10단지
111000010,12010,은평뉴타운10단지
111000011,12011,구파발역입구
111000012,12012,구파발역입구
111000013,12013,박석고개.신도고등학교
111000014,12014,박석고개.신도고등학교
111000017,12103,불광역1번출구
111000018,12104,불광역3.6호선
111000020,12106,연신내역
111000021,12107,선일하이츠빌라
111000023,12109,세명컴퓨터고등학교
111000025,12111,구파발역2번출구
111000029,12117,박석고개
111000030,12118,신한은행갈현지점
111000031,12119,연신내역
111000032,12120,동명여고
111000033,12121,불광역3.6호선
111000034,12122,불광역4번출구
111000037,12125,녹번역
111000038,12126,은평구청
111000039,12127,은평세무서
111000040,12128,본서부병원
111000041,12129,신진과학기술고교.이마트은평점
111000042,12130,응암역신사오거리
111000043,12131,응암역신사오거리
111000044,12132,신진과학기술고교.이마트은평점
111000045,12133,본서부병원
111000046,12134,은평세무서
111000047,12135,은평구청
111000049,12137,녹번초등학교.은평세무서
111000050,12138,역촌역.역촌오거리
111000051,12139,삼성타운
111000052,12140,구산역1번출구.예일여고
111000053,12141,역촌중앙시장
111000054,12142,구산사거리
111000055,12143,선진운수종점
111000056,12144,선정중고등학교
111000057,12145,806의무경찰대.우남아파트
111000058,12146,806의무경찰대.우남아파트
111000059,12147,선정중고등학교
111000060,12148,선진운수종점
111000061,12149,구산사거리
111000062,12150,역촌중앙시장
111000063,12151,구산역2번출구.예일여고
111000064,12152,하나은행역촌동지점
111000065,12153,역촌역.역촌오거리
111000066,12154,녹번초등학교.은평세무서
111000067,12155,응암초등학교
111000068,12156,은평문화예술정보학교
111000069,12157,응암오거리
111000070,12158,신사초등학교
111000071,12159,상신초등학교
111000072,12160,상신초등학교
111000073,12161,신사초등학교
111000074,12162,응암오거리
111000075,12163,은평문화예술정보학교
111000076,12164,응암초등학교
111000077,12165,대림시장
111000078,12166,대림시장
111000079,12167,응암역.신사오거리
111000080,12168,신흥시장
111000081,12169,새절역.숭실고입구
111000082,12170,와산교
111000084,12172,증산종합시장.증산중학교입구
111000085,12173,증산종합시장.증산중학교입구
111000086,12174,증산역.증산동주민센터
111000087,12175,와산교
111000088,12176,새절역.숭실고입구
111000089,12177,신흥시장
111000090,12178,응암역.신사오거리
111000091,12179,역촌초등학교
111000092,12180,역말사거리
111000093,12181,구산역2번출구.예일여고
111000094,12182,구산역1번출구
111000095,12183,대조동주민센터
111000096,12184,연신내역.로데오거리
111000097,12185,연서시장
111000098,12186,종로약국
111000099,12187,불광지구대
111000100,12188,북한산대창센시티아파트
111000101,12189,은평경찰서
111000102,12190,폭포동
111000104,12192,신도중학교
111000107,12195,은평노인종합복지관.신도중학교
111000109,12197,폭포동.은평노인종합복지관
111000110,12198,은평경찰서
111000111,12199,연신초등학교
111000112,12200,불광지구대
111000113,12201,새장골유래비
111000114,12202,연서시장
111000115,12203,연신내역.로데오거리
111000116,12204,은평연세병원
111000117,12205,구산역4번출구
111000118,12206,구산역3번출구.예일여고
111000119,12207,역말사거리
111000120,12208,역촌초등학교
111000121,12209,응암역2번출구
111000122,12210,신사동고개.은평지역자활센터
111000123,12211,서울기독대학교입구
111000124,12212,시립서북병원세현교회앞
111000125,12213,구산중학교.구산교회
111000126,12214,구산동주민센터.구산치안센터
111000127,12215,구산동주민센터.구산치안센터
111000128,12216,구산중학교.구산교회
111000129,12217,시립서북병원세현교회앞
111000130,12218,서울기독대학교입구
111000131,12219,우남교통
111000132,12220,신사동고개.은평지역자활센터
111000133,12221,갈현1동주민센터
111000134,12222,한일탕
111000135,12223,한일탕
111000136,12224,갈현1동주민센터
111000138,12227,진관초교입구
111000140,12239,푸르지오618동앞.관음사입구
111000141,12230,삼천리골입구56사단북한산부대
111000142,12231,백화사
111000143,12232,흥국사
111000144,12233,북한산성입구
111000145,12234,북한산성입구
111000146,12235,흥국사
111000147,12236,백화사
111000148,12237,삼천리골입구56사단북한산부대
111000149,12238,진관초교관음사입구
111000150,12229,푸르지오625동앞.관음사입구
111000151,12240,진관중고교약수사입구
111000153,12243,이마트.은평점
111000154,12244,서부경찰서
111000155,12245,해주드림빌APT
111000156,12246,역촌역.역촌오거리
111000157,12247,대조시장앞
111000158,12248,양광교회앞
111000159,12249,불광역.불광1동주민센터
111000160,12250,독박골.북한산래미안APT앞
111000161,12251,구기터널입구
111000162,12252,구기터널입구
111000163,12253,독박골.북한산래미안APT
111000164,12254,불광역.불광1동주민센터
111000165,12255,양광교회
111000166,12256,대조시장
111000167,12257,역촌오거리
111000168,12258,역촌역1번출구
111000169,12259,서부경찰서
111000170,12260,이마트.은평점
111000171,12261,응암1동주민센터
111000172,12262,영락중학교입구
111000173,12263,시립은평병원
111000174,12264,백련산힐스테이트4차
111000175,12265,충암고교앞.대주피오레아파트
111000176,12266,충암고교앞.대주피오레아파트
111000177,12267,백련산힐스테이트2차
111000178,12268,시립은평병원
111000179,12269,영락중학교입구
111000180,12270,응암1동주민센터
111000181,12271,한솔아파트입구선정중학교후문
111000182,12272,갈현동미미아파트
111000183,12273,선일여고입구
111000184,12274,갈현동성당앞
111000185,12275,갈현동성당앞
111000186,12276,선일여고입구
111000187,12277,갈현동미미아파트
111000188,12278,한솔아파트입구선정중학교후문
111000189,12279,불광역9번출구.불광초등학교
111000190,12280,불광대호아파트
111000191,12281,불광1동공동주차장앞
111000192,12282,불광1치안센터.독바위역
111000193,12283,수리초등학교입구
111000194,12284,북한산수자인아파트
111000195,12285,불광중학교
111000196,12286,북한산대창센시티아파트
111000197,12287,북한산대창센시티아파트
111000198,12288,불광중학교
111000199,12289,북한산수자인아파트
111000200,12290,수리초등학교입구
111000201,12291,불광1치안센터.독바위역
111000202,12292,불광1동공동주차장앞
111000203,12293,불광대호아파트
111000204,12294,불광초등학교
111000213,12303,서부경찰서후문
111000214,12304,신진과학기술고등학교
111000215,12305,응암시장
111000217,12307,서서울농협본점
111000218,12308,신진과학기술고등학교
111000219,12309,서부경찰서후문
111000220,12310,디지털미디어시티역
111000221,12311,수색역
111000224,12314,덕은교.은평차고지앞
111000225,12315,덕은교.은평차고지앞
111000226,12316,수색교
111000227,12317,수색119안전센터
111000228,12318,수색역
111000229,12319,디지털미디어시티역
111000230,12320,수색초등학교
111000231,12321,수색대림아파트
111000232,12322,은평터널앞
111000233,12323,수색대림아파트
111000234,12324,수색초등학교
111000239,12329,새마을금고앞
111000240,12330,새마을금고앞
111000241,12331,미성아파트앞
111000242,12332,미성아파트앞
111000243,12333,상신중학교앞
111000244,12334,상신중학교앞
111000245,12335,숭실고입구
111000246,12336,현대아파트앞
111000247,12337,현대아파트앞
111000248,12338,신사사거리
111000249,12339,신사사거리
111000250,12340,동명여고후문
111000251,12341,동명탕앞
111000253,12343,하나은행역촌동지점
111000255,12345,충북슈퍼앞
111000257,12347,역촌동주민센터
111000260,12350,제각말5단지.은평뉴타운도서관
111000261,12351,제각말5단지.은평뉴타운도서관
111000271,12361,연신초등학교
111000273,12363,녹번역
111000274,12364,증산역.증산동주민센터
111000275,12365,연신초등학교.연신내성당
